"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"anticancer-regimen-plandefinition","PlanDefinition.goal.modifierExtension","PlanDefinition.goal.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"anticancer-regimen-plandefinition","PlanDefinition.goal.category","PlanDefinition.goal.category","","","",0,1,"","","","CodeableConcept {[]} {[]}
","E.g. Treatment, dietary, behavioral","Indicates a category the goal falls within.","","","","","","","","","",,"example","Example codes for grouping goals for filtering or presentation.","http://hl7.org/fhir/ValueSet/goal-category|4.0.1","",,,,"PlanDefinition.goal.category",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.description","PlanDefinition.goal.description","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code or text describing the goal","Human-readable and/or coded description of a specific desired objective of care, such as ""control blood pressure"" or ""negotiate an obstacle course"" or ""dance with child at wedding"".","If no code is available, use CodeableConcept.text.","","","","","","","","",,"example","Describes goals that can be achieved.","http://hl7.org/fhir/ValueSet/clinical-findings|4.0.1","",,,,"PlanDefinition.goal.description",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.priority","PlanDefinition.goal.priority","","","",0,1,"","","","CodeableConcept {[]} {[]}
","high-priority | medium-priority | low-priority","Identifies the expected level of importance associated with reaching/sustaining the defined goal.","","","","","","","","","",,"preferred","Indicates the level of importance associated with reaching or sustaining a goal.","http://hl7.org/fhir/ValueSet/goal-priority|4.0.1","",,,,"PlanDefinition.goal.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.start","PlanDefinition.goal.start","","","",0,1,"","","","CodeableConcept {[]} {[]}
","When goal pursuit begins","The event after which the goal should begin being pursued.","","","","","","","","","",,"example","Identifies the types of events that might trigger the start of a goal.","http://hl7.org/fhir/ValueSet/goal-start-event|4.0.1","",,,,"PlanDefinition.goal.start",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.addresses","PlanDefinition.goal.addresses","","","",0,*,"","","","CodeableConcept {[]} {[]}
","What does the goal address","Identifies problems, conditions, issues, or concerns the goal is intended to address.","","","","","","","","","",,"example","Identifies problems, conditions, issues, or concerns that goals may address.","http://hl7.org/fhir/ValueSet/condition-code|4.0.1","",,,,"PlanDefinition.goal.addresses",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.documentation","PlanDefinition.goal.documentation","","","",0,*,"","","","RelatedArtifact {[]} {[]}
","Supporting documentation for the goal","Didactic or other informational resources associated with the goal that provide further supporting information about the goal. Information resources can include inline text commentary and links to web resources.","","","","","","","","","",,,,,"",,,,"PlanDefinition.goal.documentation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.target","PlanDefinition.goal.target","","","",0,*,"","","","BackboneElement {[]} {[]}
","Target outcome for the goal","Indicates what should be done and within what timeframe.","","","","","","","","","",,,,,"",,,,"PlanDefinition.goal.target",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"anticancer-regimen-plandefinition","PlanDefinition.goal.target.id","PlanDefinition.goal.target.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"anticancer-regimen-plandefinition","PlanDefinition.goal.target.extension","PlanDefinition.goal.target.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"anticancer-regimen-plandefinition","PlanDefinition.goal.target.modifierExtension","PlanDefinition.goal.target.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
